1->1,2
1,2->1,2,3
1,2,3->1,2,3,4
1,2,3->1,2,3,5
1,2,3->1,2,3,6
1,2,3->1,2,3,7
1,2,3->1,2,3,11
1,2,3->1,2,3,16
1,2,3->1,2,3,17
1,2,3->1,2,3,32
1,2,3->1,2,3,33
1,2,3->1,2,3,34
1,2,3->1,2,3,42
1,2,3->1,2,3,47
1,2,3->1,2,3,48
1,2,3->1,2,3,49
1,2,3->1,2,3,55
1,2,3->1,2,3,64
1,2,3->1,2,3,68
1,2,3->1,2,3,76
1,2,3->1,2,3,80
1,2,3->1,2,3,81
1,2,3->1,2,3,86
1,2,3->1,2,3,100
1,2,3->1,2,3,103
1,2,3->1,2,3,106
1,2,3->1,2,3,110
1,2,3->1,2,3,114
1,2,3->1,2,3,115
1,2,3->1,2,3,117
1,2,3->1,2,3,118
1,2,3->1,2,3,143
1,2,3->1,2,3,144
1,2,3->1,2,3,150
1,2,3->1,2,3,153
1,2,3->1,2,3,170
1,2,3->1,2,3,171
1,2,3->1,2,3,179
1,2,3->1,2,3,182
1,2,3->1,2,3,189
1,2,3->1,2,3,192
1,2,3->1,2,3,204
1,2,3->1,2,3,206
1,2,3->1,2,3,211
1,2,3->1,2,3,212
1,2,3->1,2,3,228
1,2,3->1,2,3,238
1,2,3->1,2,3,240
1,2,3->1,2,3,242
1,2,3->1,2,3,249
1,2,3->1,2,3,250
1,2,3->1,2,3,252
1,2,3->1,2,3,260
1,2,3->1,2,3,261
1,2,3->1,2,3,264
1,2,3->1,2,3,276
1,2,3->1,2,3,282
1,2,3->1,2,3,284
1,2,3->1,2,3,293
1,2,3->1,2,3,295
1,2,3->1,2,3,298
1,2,3->1,2,3,310
1,2,3->1,2,3,312
1,2,3->1,2,3,316
1,2,3->1,2,3,317
1,2,3->1,2,3,321
1,2,3->1,2,3,323
1,2,3->1,2,3,327
1,2,3->1,2,3,329
1,2,3->1,2,3,333
1,2,3->1,2,3,348
1,2,3->1,2,3,351
1,2,3->1,2,3,353
1,2,3->1,2,3,354
1,2,3->1,2,3,355
1,2,3->1,2,3,363
1,2,3->1,2,3,403
1,2,3->1,2,3,408
1,2,3->1,2,3,415
1,2,3->1,2,3,420
1,2,3->1,2,3,422
1,2,3->1,2,3,426
1,2,3->1,2,3,428
1,2,3->1,2,3,439
1,2,3->1,2,3,451
1,2,3->1,2,3,452
1,2,3->1,2,3,459
1,2,3->1,2,3,466
1,2,3->1,2,3,468
1,2->1,2,4
1,2,4->1,2,3,4
1,2,4->1,2,4,5
1,2,4->1,2,4,11
1,2->1,2,5
1,2,5->1,2,3,5
1,2,5->1,2,4,5
1,2,5->1,2,5,7
1,2,5->1,2,5,9
1,2,5->1,2,5,11
1,2,5->1,2,5,16
1,2,5->1,2,5,17
1,2,5->1,2,5,30
1,2,5->1,2,5,31
1,2,5->1,2,5,37
1,2,5->1,2,5,41
1,2,5->1,2,5,42
1,2,5->1,2,5,45
1,2,5->1,2,5,55
1,2,5->1,2,5,58
1,2,5->1,2,5,68
1,2,5->1,2,5,72
1,2,5->1,2,5,80
1,2,5->1,2,5,95
1,2,5->1,2,5,100
1,2,5->1,2,5,101
1,2,5->1,2,5,103
1,2,5->1,2,5,111
1,2,5->1,2,5,113
1,2,5->1,2,5,116
1,2,5->1,2,5,120
1,2,5->1,2,5,122
1,2,5->1,2,5,137
1,2,5->1,2,5,144
1,2,5->1,2,5,150
1,2,5->1,2,5,152
1,2,5->1,2,5,153
1,2,5->1,2,5,157
1,2,5->1,2,5,160
1,2,5->1,2,5,161
1,2,5->1,2,5,162
1,2,5->1,2,5,168
1,2,5->1,2,5,169
1,2,5->1,2,5,170
1,2,5->1,2,5,171
1,2,5->1,2,5,175
1,2,5->1,2,5,178
1,2,5->1,2,5,181
1,2,5->1,2,5,182
1,2,5->1,2,5,189
1,2,5->1,2,5,190
1,2,5->1,2,5,193
1,2,5->1,2,5,199
1,2,5->1,2,5,201
1,2,5->1,2,5,204
1,2,5->1,2,5,207
1,2,5->1,2,5,211
1,2,5->1,2,5,212
1,2,5->1,2,5,217
1,2,5->1,2,5,228
1,2,5->1,2,5,234
1,2,5->1,2,5,235
1,2,5->1,2,5,238
1,2,5->1,2,5,242
1,2,5->1,2,5,248
1,2,5->1,2,5,251
1,2,5->1,2,5,255
1,2,5->1,2,5,260
1,2,5->1,2,5,261
1,2,5->1,2,5,263
1,2,5->1,2,5,264
1,2,5->1,2,5,269
1,2,5->1,2,5,274
1,2,5->1,2,5,278
1,2,5->1,2,5,282
1,2,5->1,2,5,283
1,2,5->1,2,5,293
1,2,5->1,2,5,295
1,2,5->1,2,5,306
1,2,5->1,2,5,310
1,2,5->1,2,5,313
1,2,5->1,2,5,317
1,2,5->1,2,5,319
1,2,5->1,2,5,321
1,2,5->1,2,5,327
1,2,5->1,2,5,329
1,2,5->1,2,5,333
1,2,5->1,2,5,334
1,2,5->1,2,5,340
1,2,5->1,2,5,343
1,2,5->1,2,5,344
1,2,5->1,2,5,348
1,2,5->1,2,5,353
1,2,5->1,2,5,354
1,2,5->1,2,5,358
1,2,5->1,2,5,361
1,2,5->1,2,5,400
1,2,5->1,2,5,403
1,2,5->1,2,5,408
1,2,5->1,2,5,409
1,2,5->1,2,5,410
1,2,5->1,2,5,411
1,2,5->1,2,5,415
1,2,5->1,2,5,417
1,2,5->1,2,5,418
1,2,5->1,2,5,420
1,2,5->1,2,5,422
1,2,5->1,2,5,424
1,2,5->1,2,5,426
1,2,5->1,2,5,434
1,2,5->1,2,5,438
1,2,5->1,2,5,439
1,2,5->1,2,5,444
1,2,5->1,2,5,447
1,2,5->1,2,5,450
1,2,5->1,2,5,451
1,2,5->1,2,5,452
1,2,5->1,2,5,457
1,2,5->1,2,5,466
1,2,5->1,2,5,468
1,2->1,2,7
1,2,7->1,2,3,7
1,2,7->1,2,5,7
1,2,7->1,2,7,171
1,2->1,2,11
1,2,11->1,2,3,11
1,2,11->1,2,4,11
1,2,11->1,2,5,11
1,2->1,2,17
1,2,17->1,2,3,17
1,2,17->1,2,5,17
1,2,17->1,2,16,17
1,2,17->1,2,17,211
1,2->1,2,100
1,2,100->1,2,3,100
1,2,100->1,2,5,100
1,2->1,2,150
1,2,150->1,2,3,150
1,2,150->1,2,5,150
1,2->1,2,171
1,2,171->1,2,3,171
1,2,171->1,2,5,171
1,2,171->1,2,7,171
1,2->1,2,408
1,2,408->1,2,3,408
1,2,408->1,2,5,408
1,2->1,2,426
1,2,426->1,2,3,426
1,2,426->1,2,5,426
1,2,426->1,2,354,426
1,2,426->1,2,426,451
1,2->1,2,439
1,2,439->1,2,3,439
1,2,439->1,2,5,439
1,2->1,2,452
1,2,452->1,2,3,452
1,2,452->1,2,5,452
1,2->1,2,466
1,2,466->1,2,3,466
1,2,466->1,2,5,466
1,2->1,2,468
1,2,468->1,2,3,468
1,2,468->1,2,5,468
1,2->1,2,554
1,2->1,2,570
1,2->1,2,584
1,2->1,2,652
1,2->1,2,674
1->1,3
1,3->1,2,3
1,3->1,3,5
1,3,5->1,2,3,5
1,3,5->1,3,5,7
1,3,5->1,3,5,11
1,3,5->1,3,5,16
1,3,5->1,3,5,17
1,3,5->1,3,5,18
1,3,5->1,3,5,30
1,3,5->1,3,5,33
1,3,5->1,3,5,40
1,3,5->1,3,5,42
1,3,5->1,3,5,48
1,3,5->1,3,5,49
1,3,5->1,3,5,55
1,3,5->1,3,5,57
1,3,5->1,3,5,68
1,3,5->1,3,5,75
1,3,5->1,3,5,80
1,3,5->1,3,5,81
1,3,5->1,3,5,86
1,3,5->1,3,5,96
1,3,5->1,3,5,100
1,3,5->1,3,5,103
1,3,5->1,3,5,108
1,3,5->1,3,5,117
1,3,5->1,3,5,121
1,3,5->1,3,5,123
1,3,5->1,3,5,134
1,3,5->1,3,5,138
1,3,5->1,3,5,144
1,3,5->1,3,5,148
1,3,5->1,3,5,153
1,3,5->1,3,5,156
1,3,5->1,3,5,158
1,3,5->1,3,5,160
1,3,5->1,3,5,161
1,3,5->1,3,5,162
1,3,5->1,3,5,170
1,3,5->1,3,5,171
1,3,5->1,3,5,179
1,3,5->1,3,5,185
1,3,5->1,3,5,189
1,3,5->1,3,5,193
1,3,5->1,3,5,198
1,3,5->1,3,5,199
1,3,5->1,3,5,200
1,3,5->1,3,5,204
1,3,5->1,3,5,211
1,3,5->1,3,5,212
1,3,5->1,3,5,228
1,3,5->1,3,5,238
1,3,5->1,3,5,242
1,3,5->1,3,5,251
1,3,5->1,3,5,252
1,3,5->1,3,5,261
1,3,5->1,3,5,264
1,3,5->1,3,5,270
1,3,5->1,3,5,276
1,3,5->1,3,5,278
